Data,IPEDS_ID,year,FBS_Conference,Total_Expenses,Excess_Transfers_Back,Other_Expenses,Medical,Competition_Guarantees_spent,Recruiting,Game_Expenses_and_Travel,Facilities_and_Equipment,Coaches_Compensation,Support_and_Admin_Compensation_w_Severance,Athletic_Student_Aid,Total_Revenues,Other_Revenue,Corporate_Sponsorship_Advertising_Licensing,Donor_Contributions,Competition_Guarantees_earned,NCAA_Conference_Distributions_Media_Rights_and_Post-Season_Football,Ticket_Sales,Institutional_Government_Support,Student_Fees,Total_Institutional_Government_Support_and_Student_Fees,Total_Football_Spending,Total_Football_Coaching_Salaries,fpi,rk,eff_ove,rnk_ove,eff_off,rnk_off,eff_def,rnk_def,eff_spe,rnk_spe
Purdue University,243780,2022,Big Ten Conference,93025810,0,11315488,1132363,907712,1883962,10029394,14632163,20526514,20788382,11809832,115139432,10230934,8626703,16911593,5.00E+05,62252588,16617614,0,0,0,24857827,10074017,4.3,50,58.9,52,63.9,34,51,61,46.4,80
Purdue University,243780,2023,Big Ten Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,67,40.9,89,48.7,67,41.7,89,34.6,126
Pennsylvania State University,495767,2013,Big Ten Conference,128806811,0,24380964,3274332,3256310,1971562,11310052,24662190,23290980,19432528,17227893,121844349,17754844,5916810,28475141,280325,30571957,38845272,0,0,0,21845520,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania State University,495767,2014,Big Ten Conference,134423440,0,24228149,3359962,2413176,2808158,12851216,25191129,26035863,20118341,17417445,134595533,26008123,5598032,27664877,40634,31780894,43502975,0,0,0,34682744,12135990,4.6,56,53.1,60,26.8,108,82.4,8,40.6,105
Pennsylvania State University,495767,2015,Big Ten Conference,139786948,0,24875424,3196769,2759809,2283934,16504500,22464360,27067054,22628522,18006578,143730265,19662842,8687968,31668281,745971,40622141,42343060,0,0,0,38331219,12834566,6.9,49,54.6,59,41.2,83,69.2,25,39,108
Pennsylvania State University,495767,2016,Big Ten Conference,146036218,0,17455181,2913018,4320939,2440600,18151057,24974238,27914093,26609128,21257963,149309130,24297080,14399750,29561129,304607,41018606,39727957,0,0,0,40246768,12788988,17.6,13,72.6,19,71.2,22,63.3,35,61,29
Pennsylvania State University,495767,2017,Big Ten Conference,153353953,0,15098041,2377316,2673308,2723988,19839707,32178000,28142877,28117834,22202882,159205156,25764160,15224597,34026044,331638,44614092,39244624,0,0,0,43987891,12631106,25,4,89.8,3,88.6,3,77.2,14,62.2,15
Pennsylvania State University,495767,2018,Big Ten Conference,167460187,0,16873479,2168521,3721501,2923049,20798094,38161358,32174865,28775400,21863920,178454641,25939774,14989433,37679645,9172,58628518,41208098,0,0,0,48796626,15319739,18.5,8,74,17,62.3,37,73.7,22,59.7,23
Pennsylvania State University,495767,2019,Big Ten Conference,169975143,0,17083517,1941876,2868574,3255417,21620623,34907288,34354308,31834040,22109502,174383799,23532407,15781878,33385839,359304,57902002,43422368,0,0,0,49009559,16708969,21.5,7,83.1,8,76.6,11,73.2,18,74.2,3
Pennsylvania State University,495767,2020,Big Ten Conference,165326773,0,16960961,1935002,4072489,2558987,20691081,32113033,34858047,29445097,22692076,172832652,23178471,14565423,31927043,0,58128749,45032967,0,0,0,51059738,19350376,11.9,24,55.9,48,51.6,60,56.7,45,55,44
Pennsylvania State University,495767,2021,Big Ten Conference,130050505,0,11977948,1624985,92000,836322,7772950,27601371,32123782,26730801,21290346,106159518,28310421,13820055,22483488,0,42574553,-1028999,0,0,0,36069157,17521278,11.8,17,68.7,22,51.6,66,76.4,10,51.3,61
Pennsylvania State University,495767,2022,Big Ten Conference,170542050,0,18944857,2260502,2412327,3154165,24459781,32555142,32502673,31890038,22362565,181227448,26063003,14612870,39248059,0,56624859,44678657,0,0,0,57627338,16187012,19.5,6,83,6,71.3,20,83.5,4,50.6,61
Pennsylvania State University,495767,2023,Big Ten Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,5,83.6,8,67.5,27,86.2,4,61,21
